        时间          AD值     mor值    发射机温度    发射机湿度   接收机温度  接收机湿度 
2017/01/06 17:21:44    4601       524          18           28            21          19
2017/01/06 17:21:44    249       524          18           28            21          19
2017/01/06 17:21:45    4601       12          242           35            165          52
2017/01/06 17:21:45    4601       12          242           35            165          52
2017/01/06 17:21:45    4601       12          242           35            21          19
2017/01/06 17:21:45    4601       12          242           28            21          19
2017/01/06 17:21:45    4601       12          18           28            21          19
2017/01/06 17:21:45    4601       58108          18           28            21          19
2017/01/06 17:21:45    4601       524          18           28            21          19
2017/01/06 17:21:45    249       524          18           28            21          19
2017/01/06 17:21:46    4601       12          242           35            165          52
2017/01/06 17:21:46    4601       12          242           35            165          52
2017/01/06 17:21:46    4601       12          242           35            21          19
2017/01/06 17:21:46    4601       12          242           28            21          19
2017/01/06 17:21:46    4601       12          18           28            21          19
2017/01/06 17:21:46    4601       58108          18           28            21          19
2017/01/06 17:21:46    4601       524          18           28            21          19
2017/01/06 17:21:46    249       524          18           28            21          19
2017/01/06 17:21:46    4601       12          242           35            165          52
2017/01/06 17:21:47    4601       12          242           35            165          52
2017/01/06 17:21:47    4601       12          242           35            21          19
2017/01/06 17:21:47    4601       12          242           28            21          19
2017/01/06 17:21:47    4601       12          18           28            21          19
2017/01/06 17:21:47    4601       58108          18           28            21          19
2017/01/06 17:21:47    4601       524          18           28            21          19
2017/01/06 17:21:47    249       524          18           28            21          19
2017/01/06 17:21:47    4601       12          242           35            165          52
2017/01/06 17:21:48    4601       12          242           35            165          52
2017/01/06 17:21:48    4601       12          242           35            21          19
2017/01/06 17:21:48    4601       12          242           28            21          19
2017/01/06 17:21:48    4601       12          18           28            21          19
2017/01/06 17:21:48    4601       58108          18           28            21          19
2017/01/06 17:21:48    4601       524          18           28            21          19
2017/01/06 17:21:48    249       524          18           28            21          19
2017/01/06 17:21:48    4601       12          242           35            165          52
2017/01/06 17:21:49    4601       12          242           35            165          52
2017/01/06 17:21:49    4601       12          242           35            21          19
2017/01/06 17:21:49    4601       12          242           28            21          19
2017/01/06 17:21:49    4601       12          18           28            21          19
2017/01/06 17:21:49    4601       58108          18           28            21          19
2017/01/06 17:21:49    4601       524          18           28            21          19
2017/01/06 17:21:49    249       524          18           28            21          19
2017/01/06 17:21:49    4601       12          242           35            165          52
2017/01/06 17:21:50    4601       12          242           35            165          52
2017/01/06 17:21:50    4601       12          242           35            21          19
2017/01/06 17:21:50    4601       12          242           28            21          19
2017/01/06 17:21:50    4601       12          18           28            21          19
2017/01/06 17:21:50    4601       58108          18           28            21          19
2017/01/06 17:21:50    4601       524          18           28            21          19
2017/01/06 17:21:50    249       524          18           28            21          19
2017/01/06 17:21:50    4601       12          242           35            165          52
2017/01/06 17:21:51    4601       12          242           35            165          52
2017/01/06 17:21:51    4601       12          242           35            21          19
2017/01/06 17:21:51    4601       12          242           28            21          19
2017/01/06 17:21:51    4601       12          18           28            21          19
2017/01/06 17:21:51    4601       58108          18           28            21          19
2017/01/06 17:21:51    4601       524          18           28            21          19
2017/01/06 17:21:51    249       524          18           28            21          19
2017/01/06 17:21:51    4601       12          242           35            165          52
2017/01/06 17:21:51    4601       12          242           35            165          52
2017/01/06 17:21:52    4601       12          242           35            21          19
2017/01/06 17:21:52    4601       12          242           28            21          19
2017/01/06 17:21:52    4601       12          18           28            21          19
2017/01/06 17:21:52    4601       58108          18           28            21          19
2017/01/06 17:21:52    4601       524          18           28            21          19
2017/01/06 17:21:52    249       524          18           28            21          19
2017/01/06 17:21:52    4601       12          242           35            165          52
2017/01/06 17:21:52    4601       12          242           35            165          52
2017/01/06 17:21:52    4601       12          242           35            21          19
2017/01/06 17:21:53    4601       12          242           28            21          19
2017/01/06 17:21:53    4601       12          18           28            21          19
2017/01/06 17:21:53    4601       58108          18           28            21          19
2017/01/06 17:21:53    4601       524          18           28            21          19
2017/01/06 17:21:53    249       524          18           28            21          19
2017/01/06 17:21:53    4601       12          242           35            165          52
2017/01/06 17:21:53    4601       12          242           35            165          52
2017/01/06 17:21:53    4601       12          242           35            21          19
2017/01/06 17:21:53    4601       12          242           28            21          19
2017/01/06 17:21:54    4601       12          18           28            21          19
2017/01/06 17:21:54    4601       58108          18           28            21          19
2017/01/06 17:21:54    4601       524          18           28            21          19
2017/01/06 17:21:54    249       524          18           28            21          19
2017/01/06 17:21:54    4601       12          242           35            165          52
2017/01/06 17:21:54    4601       12          242           35            165          52
2017/01/06 17:21:54    4601       12          242           35            21          19
2017/01/06 17:21:54    4601       12          242           28            21          19
2017/01/06 17:21:55    4601       12          18           28            21          19
2017/01/06 17:21:55    4601       58108          18           28            21          19
2017/01/06 17:21:56    4601       524          18           28            21          19
2017/01/06 17:21:56    249       524          18           28            21          19
2017/01/06 17:21:56    4601       12          242           35            165          52
2017/01/06 17:21:56    4601       12          242           35            165          52
2017/01/06 17:21:56    4601       12          242           35            21          19
2017/01/06 17:21:56    4601       12          242           28            21          19
2017/01/06 17:21:56    4601       12          18           28            21          19
2017/01/06 17:21:56    4601       58108          18           28            21          19
2017/01/06 17:21:56    4601       524          18           28            21          19
2017/01/06 17:21:56    249       524          18           28            21          19
2017/01/06 17:21:56    4601       12          242           35            165          52
2017/01/06 17:21:56    4601       12          242           35            165          52
2017/01/06 17:21:56    4601       12          242           35            21          19
2017/01/06 17:21:56    4601       12          242           28            21          19
2017/01/06 17:21:57    4601       12          18           28            21          19
2017/01/06 17:21:57    4601       58108          18           28            21          19
2017/01/06 17:21:57    4601       524          18           28            21          19
2017/01/06 17:21:57    249       524          18           28            21          19
2017/01/06 17:21:57    4601       12          242           35            165          52
2017/01/06 17:21:57    4601       12          242           35            165          52
2017/01/06 17:21:57    4601       12          242           35            21          19
2017/01/06 17:21:57    4601       12          242           28            21          19
2017/01/06 17:21:57    4601       12          18           28            21          19
2017/01/06 17:21:58    4601       58108          18           28            21          19
2017/01/06 17:21:58    4601       524          18           28            21          19
2017/01/06 17:21:58    249       524          18           28            21          19
2017/01/06 17:21:58    4601       12          242           35            165          52
2017/01/06 17:21:58    4601       12          242           35            165          52
2017/01/06 17:21:58    4601       12          242           35            21          19
2017/01/06 17:21:58    4601       12          242           28            21          19
2017/01/06 17:21:58    4601       12          18           28            21          19
2017/01/06 17:21:59    4601       58108          18           28            21          19
2017/01/06 17:21:59    4601       524          18           28            21          19
2017/01/06 17:21:59    249       524          18           28            21          19
2017/01/06 17:21:59    4601       12          242           35            165          52
2017/01/06 17:21:59    4601       12          242           35            165          52
2017/01/06 17:21:59    4601       12          242           35            21          19
2017/01/06 17:21:59    4601       12          242           28            21          19
2017/01/06 17:21:59    4601       12          18           28            21          19
2017/01/06 17:21:59    4601       58108          18           28            21          19
2017/01/06 17:22:00    4601       524          18           28            21          19
2017/01/06 17:22:00    249       524          18           28            21          19
2017/01/06 17:22:00    4601       12          242           35            165          52
2017/01/06 17:22:00    4601       12          242           35            165          52
2017/01/06 17:22:00    4601       12          242           35            21          19
2017/01/06 17:22:00    4601       12          242           28            21          19
2017/01/06 17:22:00    4601       12          18           28            21          19
2017/01/06 17:22:00    4601       58108          18           28            21          19
2017/01/06 17:22:01    4601       524          18           28            21          19
2017/01/06 17:22:01    249       524          18           28            21          19
2017/01/06 17:22:01    4601       12          242           35            165          52
2017/01/06 17:22:01    4601       12          242           35            165          52
2017/01/06 17:22:01    4601       12          242           35            21          19
2017/01/06 17:22:01    4601       12          242           28            21          19
2017/01/06 17:22:01    4601       12          18           28            21          19
2017/01/06 17:22:01    4601       58108          18           28            21          19
2017/01/06 17:22:01    4601       524          18           28            21          19
2017/01/06 17:22:02    249       524          18           28            21          19
2017/01/06 17:22:02    4601       12          242           35            165          52
2017/01/06 17:22:02    4601       12          242           35            165          52
2017/01/06 17:22:02    4601       12          242           35            21          19
2017/01/06 17:22:02    4601       12          242           28            21          19
2017/01/06 17:22:02    4601       12          18           28            21          19
2017/01/06 17:22:02    4601       58108          18           28            21          19
2017/01/06 17:22:02    4601       524          18           28            21          19
2017/01/06 17:22:03    249       524          18           28            21          19
2017/01/06 17:22:03    4601       12          242           35            165          52
2017/01/06 17:22:03    4601       12          242           35            165          52
2017/01/06 17:22:03    4601       12          242           35            21          19
2017/01/06 17:22:03    4601       12          242           28            21          19
2017/01/06 17:22:03    4601       12          18           28            21          19
2017/01/06 17:22:03    4601       58108          18           28            21          19
2017/01/06 17:22:03    4601       524          18           28            21          19
2017/01/06 17:22:04    249       524          18           28            21          19
2017/01/06 17:22:04    4601       12          242           35            165          52
2017/01/06 17:22:04    4601       12          242           35            165          52
2017/01/06 17:22:04    4601       12          242           35            21          19
2017/01/06 17:22:04    4601       12          242           28            21          19
2017/01/06 17:22:04    4601       12          18           28            21          19
2017/01/06 17:22:04    4601       58108          18           28            21          19
2017/01/06 17:22:04    4601       524          18           28            21          19
2017/01/06 17:22:04    249       524          18           28            21          19
2017/01/06 17:22:05    4601       12          242           35            165          52
2017/01/06 17:22:05    4601       12          242           35            165          52
2017/01/06 17:22:05    4601       12          242           35            21          19
2017/01/06 17:22:05    4601       12          242           28            21          19
2017/01/06 17:22:05    4601       12          18           28            21          19
2017/01/06 17:22:05    4601       58108          18           28            21          19
2017/01/06 17:22:05    4601       524          18           28            21          19
2017/01/06 17:22:05    249       524          18           28            21          19
2017/01/06 17:22:06    4601       12          242           35            165          52
2017/01/06 17:22:06    4601       12          242           35            165          52
2017/01/06 17:22:06    4601       12          242           35            21          19
2017/01/06 17:22:06    4601       12          242           28            21          19
2017/01/06 17:22:06    4601       12          18           28            21          19
2017/01/06 17:22:06    4601       58108          18           28            21          19
2017/01/06 17:22:06    4601       524          18           28            21          19
2017/01/06 17:22:06    249       524          18           28            21          19
2017/01/06 17:22:07    4601       12          242           35            165          52
2017/01/06 17:22:07    4601       12          242           35            165          52
2017/01/06 17:22:07    4601       12          242           35            21          19
2017/01/06 17:22:07    4601       12          242           28            21          19
2017/01/06 17:22:07    4601       12          18           28            21          19
2017/01/06 17:22:07    4601       58108          18           28            21          19
2017/01/06 17:22:07    4601       524          18           28            21          19
2017/01/06 17:22:07    249       524          18           28            21          19
2017/01/06 17:22:07    4601       12          242           35            165          52
2017/01/06 17:22:08    4601       12          242           35            165          52
2017/01/06 17:22:08    4601       12          242           35            21          19
2017/01/06 17:22:08    4601       12          242           28            21          19
2017/01/06 17:22:08    4601       12          18           28            21          19
2017/01/06 17:22:08    4601       58108          18           28            21          19
2017/01/06 17:22:08    4601       524          18           28            21          19
2017/01/06 17:22:08    249       524          18           28            21          19
2017/01/06 17:22:08    4601       12          242           35            165          52
2017/01/06 17:22:09    4601       12          242           35            165          52
2017/01/06 17:22:09    4601       12          242           35            21          19
2017/01/06 17:22:09    4601       12          242           28            21          19
2017/01/06 17:22:09    4601       12          18           28            21          19
2017/01/06 17:22:09    4601       58108          18           28            21          19
2017/01/06 17:22:09    4601       524          18           28            21          19
2017/01/06 17:22:09    249       524          18           28            21          19
2017/01/06 17:22:09    4601       12          242           35            165          52
2017/01/06 17:22:10    4601       12          242           35            165          52
2017/01/06 17:22:10    4601       12          242           35            21          19
2017/01/06 17:22:10    4601       12          242           28            21          19
2017/01/06 17:22:10    4601       12          18           28            21          19
2017/01/06 17:22:10    4601       58108          18           28            21          19
2017/01/06 17:22:10    4601       524          18           28            21          19
2017/01/06 17:22:10    249       524          18           28            21          19
2017/01/06 17:22:10    4601       12          242           35            165          52
2017/01/06 17:22:11    4601       12          242           35            165          52
2017/01/06 17:22:11    4601       12          242           35            21          19
2017/01/06 17:22:11    4601       12          242           28            21          19
2017/01/06 17:22:11    4601       12          18           28            21          19
2017/01/06 17:22:11    4601       58108          18           28            21          19
2017/01/06 17:22:11    4601       524          18           28            21          19
2017/01/06 17:22:11    249       524          18           28            21          19
2017/01/06 17:22:11    4601       12          242           35            165          52
2017/01/06 17:22:11    4601       12          242           35            165          52
2017/01/06 17:22:12    4601       12          242           35            21          19
2017/01/06 17:22:12    4601       12          242           28            21          19
2017/01/06 17:22:12    4601       12          18           28            21          19
2017/01/06 17:22:12    4601       58108          18           28            21          19
2017/01/06 17:22:12    4601       524          18           28            21          19
2017/01/06 17:22:12    249       524          18           28            21          19
2017/01/06 17:22:12    4601       12          242           35            165          52
2017/01/06 17:22:12    4601       12          242           35            165          52
2017/01/06 17:22:13    4601       12          242           35            21          19
2017/01/06 17:22:13    4601       12          242           28            21          19
2017/01/06 17:22:13    4601       12          18           28            21          19
2017/01/06 17:22:13    4601       58108          18           28            21          19
2017/01/06 17:22:13    4601       524          18           28            21          19
2017/01/06 17:22:13    249       524          18           28            21          19
2017/01/06 17:22:13    4601       12          242           35            165          52
2017/01/06 17:22:13    4601       12          242           35            165          52
2017/01/06 17:22:13    4601       12          242           35            21          19
2017/01/06 17:22:14    4601       12          242           28            21          19
2017/01/06 17:22:14    4601       12          18           28            21          19
2017/01/06 17:22:14    4601       58108          18           28            21          19
2017/01/06 17:22:14    4601       524          18           28            21          19
2017/01/06 17:22:14    249       524          18           28            21          19
2017/01/06 17:22:14    4601       12          242           35            165          52
2017/01/06 17:22:14    4601       12          242           35            165          52
2017/01/06 17:22:14    4601       12          242           35            21          19
2017/01/06 17:22:14    4601       12          242           28            21          19
2017/01/06 17:22:15    4601       12          18           28            21          19
2017/01/06 17:22:15    4601       58108          18           28            21          19
2017/01/06 17:22:15    4601       524          18           28            21          19
2017/01/06 17:22:15    249       524          18           28            21          19
2017/01/06 17:22:15    4601       12          242           35            165          52
2017/01/06 17:22:15    4601       12          242           35            165          52
2017/01/06 17:22:15    4601       12          242           35            21          19
2017/01/06 17:22:15    4601       12          242           28            21          19
2017/01/06 17:22:16    4601       12          18           28            21          19
2017/01/06 17:22:16    4601       58108          18           28            21          19
2017/01/06 17:22:16    4601       524          18           28            21          19
2017/01/06 17:22:16    249       524          18           28            21          19
2017/01/06 17:22:16    4601       12          242           35            165          52
2017/01/06 17:22:16    4601       12          242           35            165          52
2017/01/06 17:22:16    4601       12          242           35            21          19
2017/01/06 17:22:16    4601       12          242           28            21          19
2017/01/06 17:22:17    4601       12          18           28            21          19
2017/01/06 17:22:17    4601       58108          18           28            21          19
2017/01/06 17:22:17    4601       524          18           28            21          19
2017/01/06 17:22:17    249       524          18           28            21          19
2017/01/06 17:22:17    4601       12          242           35            165          52
2017/01/06 17:22:17    4601       12          242           35            165          52
2017/01/06 17:22:17    4601       12          242           35            21          19
2017/01/06 17:22:17    4601       12          242           28            21          19
2017/01/06 17:22:18    4601       12          18           28            21          19
2017/01/06 17:22:18    4601       58108          18           28            21          19
2017/01/06 17:22:18    4601       524          18           28            21          19
2017/01/06 17:22:18    249       524          18           28            21          19
2017/01/06 17:22:18    4601       12          242           35            165          52
2017/01/06 17:22:18    4601       12          242           35            165          52
2017/01/06 17:22:18    4601       12          242           35            21          19
2017/01/06 17:22:18    4601       12          242           28            21          19
2017/01/06 17:22:18    4601       12          18           28            21          19
2017/01/06 17:22:19    4601       58108          18           28            21          19
2017/01/06 17:22:19    4601       524          18           28            21          19
2017/01/06 17:22:19    249       524          18           28            21          19
2017/01/06 17:22:19    4601       12          242           35            165          52
2017/01/06 17:22:19    4601       12          242           35            165          52
2017/01/06 17:22:19    4601       12          242           35            21          19
2017/01/06 17:22:19    4601       12          242           28            21          19
2017/01/06 17:22:19    4601       12          18           28            21          19
2017/01/06 17:22:20    4601       58108          18           28            21          19
2017/01/06 17:22:20    4601       524          18           28            21          19
2017/01/06 17:22:20    249       524          18           28            21          19
2017/01/06 17:22:20    4601       12          242           35            165          52
2017/01/06 17:22:20    4601       12          242           35            165          52
2017/01/06 17:22:20    4601       12          242           35            21          19
2017/01/06 17:22:20    4601       12          242           28            21          19
2017/01/06 17:22:20    4601       12          18           28            21          19
2017/01/06 17:22:20    4601       58108          18           28            21          19
2017/01/06 17:22:21    4601       524          18           28            21          19
2017/01/06 17:22:21    249       524          18           28            21          19
2017/01/06 17:22:21    4601       12          242           35            165          52
2017/01/06 17:22:21    4601       12          242           35            165          52
2017/01/06 17:22:21    4601       12          242           35            21          19
2017/01/06 17:22:21    4601       12          242           28            21          19
2017/01/06 17:22:21    4601       12          18           28            21          19
2017/01/06 17:22:21    4601       58108          18           28            21          19
2017/01/06 17:22:22    4601       524          18           28            21          19
2017/01/06 17:22:22    249       524          18           28            21          19
2017/01/06 17:22:22    4601       12          242           35            165          52
2017/01/06 17:22:22    4601       12          242           35            165          52
2017/01/06 17:22:22    4601       12          242           35            21          19
2017/01/06 17:22:22    4601       12          242           28            21          19
2017/01/06 17:22:22    4601       12          18           28            21          19
2017/01/06 17:22:22    4601       58108          18           28            21          19
2017/01/06 17:22:22    4601       524          18           28            21          19
2017/01/06 17:22:23    249       524          18           28            21          19
2017/01/06 17:22:23    4601       12          242           35            165          52
2017/01/06 17:22:23    4601       12          242           35            165          52
2017/01/06 17:22:23    4601       12          242           35            21          19
2017/01/06 17:22:23    4601       12          242           28            21          19
2017/01/06 17:22:23    4601       12          18           28            21          19
2017/01/06 17:22:23    4601       58108          18           28            21          19
2017/01/06 17:22:23    4601       524          18           28            21          19
2017/01/06 17:22:24    249       524          18           28            21          19
2017/01/06 17:22:24    4601       12          242           35            165          52
2017/01/06 17:22:24    4601       12          242           35            165          52
2017/01/06 17:22:24    4601       12          242           35            21          19
2017/01/06 17:22:24    4601       12          242           28            21          19
2017/01/06 17:22:24    4601       12          18           28            21          19
2017/01/06 17:22:24    4601       58108          18           28            21          19
2017/01/06 17:22:24    4601       524          18           28            21          19
2017/01/06 17:22:25    249       524          18           28            21          19
2017/01/06 17:22:25    4601       12          242           35            165          52
2017/01/06 17:22:25    4601       12          242           35            165          52
2017/01/06 17:22:25    4601       12          242           35            21          19
2017/01/06 17:22:25    4601       12          242           28            21          19
2017/01/06 17:22:25    4601       12          18           28            21          19
2017/01/06 17:22:25    4601       58108          18           28            21          19
2017/01/06 17:22:25    4601       524          18           28            21          19
2017/01/06 17:22:25    249       524          18           28            21          19
2017/01/06 17:22:26    4601       12          242           35            165          52
2017/01/06 17:22:26    4601       12          242           35            165          52
2017/01/06 17:22:26    4601       12          242           35            21          19
2017/01/06 17:22:26    4601       12          242           28            21          19
2017/01/06 17:22:26    4601       12          18           28            21          19
2017/01/06 17:22:26    4601       58108          18           28            21          19
2017/01/06 17:22:26    4601       524          18           28            21          19
2017/01/06 17:22:26    249       524          18           28            21          19
2017/01/06 17:22:27    4601       12          242           35            165          52
2017/01/06 17:22:27    4601       12          242           35            165          52
2017/01/06 17:22:27    4601       12          242           35            21          19
2017/01/06 17:22:27    4601       12          242           28            21          19
2017/01/06 17:22:27    4601       12          18           28            21          19
2017/01/06 17:22:27    4601       58108          18           28            21          19
2017/01/06 17:22:27    4601       524          18           28            21          19
2017/01/06 17:22:27    249       524          18           28            21          19
2017/01/06 17:22:28    4601       12          242           35            165          52
2017/01/06 17:22:28    4601       12          242           35            165          52
2017/01/06 17:22:28    4601       12          242           35            21          19
2017/01/06 17:22:28    4601       12          242           28            21          19
2017/01/06 17:22:28    4601       12          18           28            21          19
2017/01/06 17:22:28    4601       58108          18           28            21          19
2017/01/06 17:22:28    4601       524          18           28            21          19
2017/01/06 17:22:28    249       524          18           28            21          19
2017/01/06 17:22:28    4601       12          242           35            165          52
2017/01/06 17:22:29    4601       12          242           35            165          52
2017/01/06 17:22:29    4601       12          242           35            21          19
2017/01/06 17:22:29    4601       12          242           28            21          19
2017/01/06 17:22:29    4601       12          18           28            21          19
2017/01/06 17:22:29    4601       58108          18           28            21          19
2017/01/06 17:22:29    4601       524          18           28            21          19
2017/01/06 17:22:29    249       524          18           28            21          19
2017/01/06 17:22:29    4601       12          242           35            165          52
2017/01/06 17:22:30    4601       12          242           35            165          52
2017/01/06 17:22:30    4601       12          242           35            21          19
2017/01/06 17:22:30    4601       12          242           28            21          19
2017/01/06 17:22:30    4601       12          18           28            21          19
2017/01/06 17:22:30    4601       58108          18           28            21          19
2017/01/06 17:22:30    4601       524          18           28            21          19
2017/01/06 17:22:30    249       524          18           28            21          19
2017/01/06 17:22:30    4601       12          242           35            165          52
2017/01/06 17:22:31    4601       12          242           35            165          52
2017/01/06 17:22:31    4601       12          242           35            21          19
2017/01/06 17:22:31    4601       12          242           28            21          19
2017/01/06 17:22:31    4601       12          18           28            21          19
2017/01/06 17:22:31    4601       58108          18           28            21          19
2017/01/06 17:22:31    4601       524          18           28            21          19
2017/01/06 17:22:31    249       524          18           28            21          19
2017/01/06 17:22:31    4601       12          242           35            165          52
2017/01/06 17:22:32    4601       12          242           35            165          52
2017/01/06 17:22:32    4601       12          242           35            21          19
2017/01/06 17:22:32    4601       12          242           28            21          19
2017/01/06 17:22:32    4601       12          18           28            21          19
2017/01/06 17:22:32    4601       58108          18           28            21          19
2017/01/06 17:22:32    4601       524          18           28            21          19
2017/01/06 17:22:32    249       524          18           28            21          19
2017/01/06 17:22:32    4601       12          242           35            165          52
2017/01/06 17:22:32    4601       12          242           35            165          52
2017/01/06 17:22:33    4601       12          242           35            21          19
2017/01/06 17:22:33    4601       12          242           28            21          19
2017/01/06 17:22:33    4601       12          18           28            21          19
2017/01/06 17:22:33    4601       58108          18           28            21          19
2017/01/06 17:22:33    4601       524          18           28            21          19
2017/01/06 17:22:33    249       524          18           28            21          19
2017/01/06 17:22:33    4601       12          242           35            165          52
2017/01/06 17:22:33    4601       12          242           35            165          52
2017/01/06 17:22:34    4601       12          242           35            21          19
2017/01/06 17:22:34    4601       12          242           28            21          19
2017/01/06 17:22:34    4601       12          18           28            21          19
2017/01/06 17:22:34    4601       58108          18           28            21          19
2017/01/06 17:22:34    4601       524          18           28            21          19
2017/01/06 17:22:34    249       524          18           28            21          19
2017/01/06 17:22:34    4601       12          242           35            165          52
2017/01/06 17:22:34    4601       12          242           35            165          52
2017/01/06 17:22:34    4601       12          242           35            21          19
2017/01/06 17:22:35    4601       12          242           28            21          19
2017/01/06 17:22:35    4601       12          18           28            21          19
2017/01/06 17:22:35    4601       58108          18           28            21          19
2017/01/06 17:22:35    4601       524          18           28            21          19
2017/01/06 17:22:35    249       524          18           28            21          19
2017/01/06 17:22:35    4601       12          242           35            165          52
2017/01/06 17:22:35    4601       12          242           35            165          52
2017/01/06 17:22:35    4601       12          242           35            21          19
2017/01/06 17:22:35    4601       12          242           28            21          19
2017/01/06 17:22:36    4601       12          18           28            21          19
2017/01/06 17:22:36    4601       58108          18           28            21          19
2017/01/06 17:22:36    4601       524          18           28            21          19
2017/01/06 17:22:36    249       524          18           28            21          19
2017/01/06 17:22:36    4601       12          242           35            165          52
2017/01/06 17:22:36    4601       12          242           35            165          52
2017/01/06 17:22:36    4601       12          242           35            21          19
2017/01/06 17:22:36    4601       12          242           28            21          19
2017/01/06 17:22:37    4601       12          18           28            21          19
2017/01/06 17:22:37    4601       58108          18           28            21          19
2017/01/06 17:22:37    4601       524          18           28            21          19
2017/01/06 17:22:37    249       524          18           28            21          19
2017/01/06 17:22:37    4601       12          242           35            165          52
2017/01/06 17:22:37    4601       12          242           35            165          52
2017/01/06 17:22:37    4601       12          242           35            21          19
2017/01/06 17:22:37    4601       12          242           28            21          19
2017/01/06 17:22:38    4601       12          18           28            21          19
2017/01/06 17:22:38    4601       58108          18           28            21          19
2017/01/06 17:22:38    4601       524          18           28            21          19
2017/01/06 17:22:38    249       524          18           28            21          19
2017/01/06 17:22:38    4601       12          242           35            165          52
2017/01/06 17:22:38    4601       12          242           35            165          52
2017/01/06 17:22:38    4601       12          242           35            21          19
2017/01/06 17:22:38    4601       12          242           28            21          19
2017/01/06 17:22:39    4601       12          18           28            21          19
2017/01/06 17:22:39    4601       58108          18           28            21          19
2017/01/06 17:22:39    4601       524          18           28            21          19
2017/01/06 17:22:39    249       524          18           28            21          19
2017/01/06 17:22:39    4601       12          242           35            165          52
2017/01/06 17:22:39    4601       12          242           35            165          52
2017/01/06 17:22:39    4601       12          242           35            21          19
2017/01/06 17:22:39    4601       12          242           28            21          19
2017/01/06 17:22:39    4601       12          18           28            21          19
2017/01/06 17:22:40    4601       58108          18           28            21          19
2017/01/06 17:22:40    4601       524          18           28            21          19
2017/01/06 17:22:40    249       524          18           28            21          19
2017/01/06 17:22:40    4601       12          242           35            165          52
2017/01/06 17:22:40    4601       12          242           35            165          52
2017/01/06 17:22:40    4601       12          242           35            21          19
2017/01/06 17:22:40    4601       12          242           28            21          19
2017/01/06 17:22:40    4601       12          18           28            21          19
2017/01/06 17:22:41    4601       58108          18           28            21          19
2017/01/06 17:22:41    4601       524          18           28            21          19
2017/01/06 17:22:41    249       524          18           28            21          19
2017/01/06 17:22:41    4601       12          242           35            165          52
2017/01/06 17:22:41    4601       12          242           35            165          52
2017/01/06 17:22:41    4601       12          242           35            21          19
2017/01/06 17:22:41    4601       12          242           28            21          19
2017/01/06 17:22:41    4601       12          18           28            21          19
2017/01/06 17:22:41    4601       58108          18           28            21          19
2017/01/06 17:22:42    4601       524          18           28            21          19
2017/01/06 17:22:42    249       524          18           28            21          19
2017/01/06 17:22:42    4601       12          242           35            165          52
2017/01/06 17:22:42    4601       12          242           35            165          52
2017/01/06 17:22:42    4601       12          242           35            21          19
2017/01/06 17:22:42    4601       12          242           28            21          19
2017/01/06 17:22:42    4601       12          18           28            21          19
2017/01/06 17:22:42    4601       58108          18           28            21          19
2017/01/06 17:22:43    4601       524          18           28            21          19
2017/01/06 17:22:43    249       524          18           28            21          19
2017/01/06 17:22:43    4601       12          242           35            165          52
2017/01/06 17:22:43    4601       12          242           35            165          52
2017/01/06 17:22:43    4601       12          242           35            21          19
2017/01/06 17:22:43    4601       12          242           28            21          19
2017/01/06 17:22:43    4601       12          18           28            21          19
2017/01/06 17:22:43    4601       58108          18           28            21          19
2017/01/06 17:22:43    4601       524          18           28            21          19
2017/01/06 17:22:44    249       524          18           28            21          19
2017/01/06 17:22:44    4601       12          242           35            165          52
2017/01/06 17:22:44    4601       12          242           35            165          52
2017/01/06 17:22:44    4601       12          242           35            21          19
2017/01/06 17:22:44    4601       12          242           28            21          19
2017/01/06 17:22:44    4601       12          18           28            21          19
2017/01/06 17:22:44    4601       58108          18           28            21          19
2017/01/06 17:22:44    4601       524          18           28            21          19
2017/01/06 17:22:45    249       524          18           28            21          19
2017/01/06 17:22:45    4601       12          242           35            165          52
2017/01/06 17:22:45    4601       12          242           35            165          52
2017/01/06 17:22:45    4601       12          242           35            21          19
2017/01/06 17:22:45    4601       12          242           28            21          19
2017/01/06 17:22:45    4601       12          18           28            21          19
2017/01/06 17:22:45    4601       58108          18           28            21          19
2017/01/06 17:22:45    4601       524          18           28            21          19
2017/01/06 17:22:46    249       524          18           28            21          19
2017/01/06 17:22:46    4601       12          242           35            165          52
2017/01/06 17:22:46    4601       12          242           35            165          52
2017/01/06 17:22:46    4601       12          242           35            21          19
2017/01/06 17:22:46    4601       12          242           28            21          19
2017/01/06 17:22:46    4601       12          18           28            21          19
2017/01/06 17:22:46    4601       58108          18           28            21          19
2017/01/06 17:22:46    4601       524          18           28            21          19
2017/01/06 17:22:46    249       524          18           28            21          19
2017/01/06 17:22:47    4601       12          242           35            165          52
2017/01/06 17:22:47    4601       12          242           35            165          52
2017/01/06 17:22:47    4601       12          242           35            21          19
2017/01/06 17:22:47    4601       12          242           28            21          19
2017/01/06 17:22:47    4601       12          18           28            21          19
2017/01/06 17:22:47    4601       58108          18           28            21          19
2017/01/06 17:22:47    4601       524          18           28            21          19
2017/01/06 17:22:47    249       524          18           28            21          19
2017/01/06 17:22:48    4601       12          242           35            165          52
2017/01/06 17:22:48    4601       12          242           35            165          52
2017/01/06 17:22:48    4601       12          242           35            21          19
2017/01/06 17:22:48    4601       12          242           28            21          19
2017/01/06 17:22:48    4601       12          18           28            21          19
2017/01/06 17:22:48    4601       58108          18           28            21          19
