        时间          AD值     mor值    发射机温度    发射机湿度   接收机温度  接收机湿度 
2017/01/06 17:22:48    4601       524          18           28            21          19
2017/01/06 17:22:48    249       524          18           28            21          19
2017/01/06 17:22:49    4601       12          242           35            165          52
2017/01/06 17:22:49    4601       12          242           35            165          52
2017/01/06 17:22:49    4601       12          242           35            21          19
2017/01/06 17:22:49    4601       12          242           28            21          19
2017/01/06 17:22:49    4601       12          18           28            21          19
2017/01/06 17:22:49    4601       58108          18           28            21          19
2017/01/06 17:22:49    4601       524          18           28            21          19
2017/01/06 17:22:49    249       524          18           28            21          19
2017/01/06 17:22:49    4601       12          242           35            165          52
2017/01/06 17:22:50    4601       12          242           35            165          52
2017/01/06 17:22:50    4601       12          242           35            21          19
2017/01/06 17:22:50    4601       12          242           28            21          19
2017/01/06 17:22:50    4601       12          18           28            21          19
2017/01/06 17:22:50    4601       58108          18           28            21          19
2017/01/06 17:22:50    4601       524          18           28            21          19
2017/01/06 17:22:50    249       524          18           28            21          19
2017/01/06 17:22:50    4601       12          242           35            165          52
2017/01/06 17:22:51    4601       12          242           35            165          52
2017/01/06 17:22:51    4601       12          242           35            21          19
2017/01/06 17:22:51    4601       12          242           28            21          19
2017/01/06 17:22:51    4601       12          18           28            21          19
2017/01/06 17:22:51    4601       58108          18           28            21          19
2017/01/06 17:22:51    4601       524          18           28            21          19
2017/01/06 17:22:51    249       524          18           28            21          19
2017/01/06 17:22:51    4601       12          242           35            165          52
2017/01/06 17:22:52    4601       12          242           35            165          52
2017/01/06 17:22:52    4601       12          242           35            21          19
2017/01/06 17:22:52    4601       12          242           28            21          19
2017/01/06 17:22:52    4601       12          18           28            21          19
2017/01/06 17:22:52    4601       58108          18           28            21          19
2017/01/06 17:22:52    4601       524          18           28            21          19
2017/01/06 17:22:52    249       524          18           28            21          19
2017/01/06 17:22:52    4601       12          242           35            165          52
2017/01/06 17:22:53    4601       12          242           35            165          52
2017/01/06 17:22:53    4601       12          242           35            21          19
2017/01/06 17:22:53    4601       12          242           28            21          19
2017/01/06 17:22:53    4601       12          18           28            21          19
2017/01/06 17:22:53    4601       58108          18           28            21          19
2017/01/06 17:22:53    4601       524          18           28            21          19
2017/01/06 17:22:53    249       524          18           28            21          19
2017/01/06 17:22:53    4601       12          242           35            165          52
2017/01/06 17:22:53    4601       12          242           35            165          52
2017/01/06 17:22:54    4601       12          242           35            21          19
2017/01/06 17:22:54    4601       12          242           28            21          19
2017/01/06 17:22:54    4601       12          18           28            21          19
2017/01/06 17:22:54    4601       58108          18           28            21          19
2017/01/06 17:22:54    4601       524          18           28            21          19
2017/01/06 17:22:54    249       524          18           28            21          19
2017/01/06 17:22:54    4601       12          242           35            165          52
2017/01/06 17:22:54    4601       12          242           35            165          52
2017/01/06 17:22:55    4601       12          242           35            21          19
2017/01/06 17:22:55    4601       12          242           28            21          19
2017/01/06 17:22:55    4601       12          18           28            21          19
2017/01/06 17:22:55    4601       58108          18           28            21          19
2017/01/06 17:22:55    4601       524          18           28            21          19
2017/01/06 17:22:55    249       524          18           28            21          19
2017/01/06 17:22:55    4601       12          242           35            165          52
2017/01/06 17:22:55    4601       12          242           35            165          52
2017/01/06 17:22:55    4601       12          242           35            21          19
2017/01/06 17:22:56    4601       12          242           28            21          19
2017/01/06 17:22:56    4601       12          18           28            21          19
2017/01/06 17:22:56    4601       58108          18           28            21          19
2017/01/06 17:22:56    4601       524          18           28            21          19
2017/01/06 17:22:56    249       524          18           28            21          19
2017/01/06 17:22:56    4601       12          242           35            165          52
2017/01/06 17:22:56    4601       12          242           35            165          52
2017/01/06 17:22:56    4601       12          242           35            21          19
2017/01/06 17:22:56    4601       12          242           28            21          19
2017/01/06 17:22:57    4601       12          18           28            21          19
2017/01/06 17:22:57    4601       58108          18           28            21          19
2017/01/06 17:22:57    4601       524          18           28            21          19
2017/01/06 17:22:57    249       524          18           28            21          19
2017/01/06 17:22:57    4601       12          242           35            165          52
2017/01/06 17:22:57    4601       12          242           35            165          52
2017/01/06 17:22:57    4601       12          242           35            21          19
2017/01/06 17:22:57    4601       12          242           28            21          19
2017/01/06 17:22:58    4601       12          18           28            21          19
2017/01/06 17:22:58    4601       58108          18           28            21          19
2017/01/06 17:22:58    4601       524          18           28            21          19
2017/01/06 17:22:58    249       524          18           28            21          19
2017/01/06 17:22:58    4601       12          242           35            165          52
2017/01/06 17:22:58    4601       12          242           35            165          52
2017/01/06 17:22:58    4601       12          242           35            21          19
2017/01/06 17:22:58    4601       12          242           28            21          19
2017/01/06 17:22:59    4601       12          18           28            21          19
2017/01/06 17:22:59    4601       58108          18           28            21          19
2017/01/06 17:22:59    4601       524          18           28            21          19
2017/01/06 17:22:59    249       524          18           28            21          19
2017/01/06 17:22:59    4601       12          242           35            165          52
2017/01/06 17:22:59    4601       12          242           35            165          52
2017/01/06 17:22:59    4601       12          242           35            21          19
2017/01/06 17:22:59    4601       12          242           28            21          19
2017/01/06 17:23:00    4601       12          18           28            21          19
2017/01/06 17:23:00    4601       58108          18           28            21          19
2017/01/06 17:23:00    4601       524          18           28            21          19
2017/01/06 17:23:00    249       524          18           28            21          19
2017/01/06 17:23:00    4601       12          242           35            165          52
2017/01/06 17:23:00    4601       12          242           35            165          52
2017/01/06 17:23:00    4601       12          242           35            21          19
2017/01/06 17:23:00    4601       12          242           28            21          19
2017/01/06 17:23:00    4601       12          18           28            21          19
2017/01/06 17:23:01    4601       58108          18           28            21          19
2017/01/06 17:23:01    4601       524          18           28            21          19
2017/01/06 17:23:01    249       524          18           28            21          19
2017/01/06 17:23:01    4601       12          242           35            165          52
2017/01/06 17:23:01    4601       12          242           35            165          52
2017/01/06 17:23:01    4601       12          242           35            21          19
2017/01/06 17:23:01    4601       12          242           28            21          19
2017/01/06 17:23:01    4601       12          18           28            21          19
2017/01/06 17:23:02    4601       58108          18           28            21          19
2017/01/06 17:23:02    4601       524          18           28            21          19
2017/01/06 17:23:02    249       524          18           28            21          19
2017/01/06 17:23:02    4601       12          242           35            165          52
2017/01/06 17:23:02    4601       12          242           35            165          52
2017/01/06 17:23:02    4601       12          242           35            21          19
2017/01/06 17:23:02    4601       12          242           28            21          19
2017/01/06 17:23:02    4601       12          18           28            21          19
2017/01/06 17:23:02    4601       58108          18           28            21          19
2017/01/06 17:23:03    4601       524          18           28            21          19
2017/01/06 17:23:03    249       524          18           28            21          19
2017/01/06 17:23:03    4601       12          242           35            165          52
2017/01/06 17:23:03    4601       12          242           35            165          52
2017/01/06 17:23:03    4601       12          242           35            21          19
2017/01/06 17:23:03    4601       12          242           28            21          19
2017/01/06 17:23:03    4601       12          18           28            21          19
2017/01/06 17:23:03    4601       58108          18           28            21          19
2017/01/06 17:23:04    4601       524          18           28            21          19
2017/01/06 17:23:04    249       524          18           28            21          19
2017/01/06 17:23:04    4601       12          242           35            165          52
2017/01/06 17:23:04    4601       12          242           35            165          52
2017/01/06 17:23:04    4601       12          242           35            21          19
2017/01/06 17:23:04    4601       12          242           28            21          19
2017/01/06 17:23:04    4601       12          18           28            21          19
2017/01/06 17:23:04    4601       58108          18           28            21          19
2017/01/06 17:23:04    4601       524          18           28            21          19
2017/01/06 17:23:05    249       524          18           28            21          19
2017/01/06 17:23:05    4601       12          242           35            165          52
2017/01/06 17:23:05    4601       12          242           35            165          52
2017/01/06 17:23:05    4601       12          242           35            21          19
2017/01/06 17:23:05    4601       12          242           28            21          19
2017/01/06 17:23:05    4601       12          18           28            21          19
2017/01/06 17:23:05    4601       58108          18           28            21          19
2017/01/06 17:23:05    4601       524          18           28            21          19
2017/01/06 17:23:06    249       524          18           28            21          19
2017/01/06 17:23:06    4601       12          242           35            165          52
2017/01/06 17:23:06    4601       12          242           35            165          52
2017/01/06 17:23:06    4601       12          242           35            21          19
2017/01/06 17:23:06    4601       12          242           28            21          19
2017/01/06 17:23:06    4601       12          18           28            21          19
2017/01/06 17:23:06    4601       58108          18           28            21          19
2017/01/06 17:23:06    4601       524          18           28            21          19
2017/01/06 17:23:07    249       524          18           28            21          19
2017/01/06 17:23:07    4601       12          242           35            165          52
2017/01/06 17:23:07    4601       12          242           35            165          52
2017/01/06 17:23:07    4601       12          242           35            21          19
2017/01/06 17:23:07    4601       12          242           28            21          19
2017/01/06 17:23:07    4601       12          18           28            21          19
2017/01/06 17:23:07    4601       58108          18           28            21          19
2017/01/06 17:23:07    4601       524          18           28            21          19
2017/01/06 17:23:07    249       524          18           28            21          19
2017/01/06 17:23:08    4601       12          242           35            165          52
2017/01/06 17:23:08    4601       12          242           35            165          52
2017/01/06 17:23:08    4601       12          242           35            21          19
2017/01/06 17:23:08    4601       12          242           28            21          19
2017/01/06 17:23:08    4601       12          18           28            21          19
2017/01/06 17:23:08    4601       58108          18           28            21          19
2017/01/06 17:23:08    4601       524          18           28            21          19
2017/01/06 17:23:08    249       524          18           28            21          19
2017/01/06 17:23:09    4601       12          242           35            165          52
2017/01/06 17:23:09    4601       12          242           35            165          52
2017/01/06 17:23:09    4601       12          242           35            21          19
2017/01/06 17:23:09    4601       12          242           28            21          19
2017/01/06 17:23:09    4601       12          18           28            21          19
2017/01/06 17:23:09    4601       58108          18           28            21          19
2017/01/06 17:23:09    4601       524          18           28            21          19
2017/01/06 17:23:09    249       524          18           28            21          19
2017/01/06 17:23:10    4601       12          242           35            165          52
2017/01/06 17:23:10    4601       12          242           35            165          52
2017/01/06 17:23:10    4601       12          242           35            21          19
2017/01/06 17:23:10    4601       12          242           28            21          19
2017/01/06 17:23:10    4601       12          18           28            21          19
2017/01/06 17:23:10    4601       58108          18           28            21          19
2017/01/06 17:23:10    4601       524          18           28            21          19
2017/01/06 17:23:10    249       524          18           28            21          19
2017/01/06 17:23:10    4601       12          242           35            165          52
2017/01/06 17:23:11    4601       12          242           35            165          52
2017/01/06 17:23:11    4601       12          242           35            21          19
2017/01/06 17:23:11    4601       12          242           28            21          19
2017/01/06 17:23:11    4601       12          18           28            21          19
2017/01/06 17:23:11    4601       58108          18           28            21          19
2017/01/06 17:23:11    4601       524          18           28            21          19
2017/01/06 17:23:11    249       524          18           28            21          19
2017/01/06 17:23:11    4601       12          242           35            165          52
2017/01/06 17:23:12    4601       12          242           35            165          52
2017/01/06 17:23:12    4601       12          242           35            21          19
2017/01/06 17:23:12    4601       12          242           28            21          19
2017/01/06 17:23:12    4601       12          18           28            21          19
2017/01/06 17:23:12    4601       58108          18           28            21          19
2017/01/06 17:23:12    4601       524          18           28            21          19
2017/01/06 17:23:12    249       524          18           28            21          19
2017/01/06 17:23:12    4601       12          242           35            165          52
2017/01/06 17:23:13    4601       12          242           35            165          52
2017/01/06 17:23:13    4601       12          242           35            21          19
2017/01/06 17:23:13    4601       12          242           28            21          19
2017/01/06 17:23:13    4601       12          18           28            21          19
2017/01/06 17:23:13    4601       58108          18           28            21          19
2017/01/06 17:23:13    4601       524          18           28            21          19
2017/01/06 17:23:13    249       524          18           28            21          19
2017/01/06 17:23:13    4601       12          242           35            165          52
2017/01/06 17:23:14    4601       12          242           35            165          52
2017/01/06 17:23:14    4601       12          242           35            21          19
2017/01/06 17:23:14    4601       12          242           28            21          19
2017/01/06 17:23:14    4601       12          18           28            21          19
2017/01/06 17:23:14    4601       58108          18           28            21          19
2017/01/06 17:23:14    4601       524          18           28            21          19
2017/01/06 17:23:14    249       524          18           28            21          19
2017/01/06 17:23:14    4601       12          242           35            165          52
2017/01/06 17:23:14    4601       12          242           35            165          52
2017/01/06 17:23:15    4601       12          242           35            21          19
2017/01/06 17:23:15    4601       12          242           28            21          19
2017/01/06 17:23:15    4601       12          18           28            21          19
2017/01/06 17:23:15    4601       58108          18           28            21          19
2017/01/06 17:23:15    4601       524          18           28            21          19
2017/01/06 17:23:15    249       524          18           28            21          19
2017/01/06 17:23:15    4601       12          242           35            165          52
2017/01/06 17:23:15    4601       12          242           35            165          52
2017/01/06 17:23:16    4601       12          242           35            21          19
2017/01/06 17:23:16    4601       12          242           28            21          19
2017/01/06 17:23:16    4601       12          18           28            21          19
2017/01/06 17:23:16    4601       58108          18           28            21          19
2017/01/06 17:23:16    4601       524          18           28            21          19
2017/01/06 17:23:16    249       524          18           28            21          19
2017/01/06 17:23:16    4601       12          242           35            165          52
2017/01/06 17:23:16    4601       12          242           35            165          52
2017/01/06 17:23:16    4601       12          242           35            21          19
2017/01/06 17:23:17    4601       12          242           28            21          19
2017/01/06 17:23:17    4601       12          18           28            21          19
2017/01/06 17:23:17    4601       58108          18           28            21          19
2017/01/06 17:23:17    4601       524          18           28            21          19
2017/01/06 17:23:17    249       524          18           28            21          19
2017/01/06 17:23:17    4601       12          242           35            165          52
2017/01/06 17:23:17    4601       12          242           35            165          52
2017/01/06 17:23:17    4601       12          242           35            21          19
2017/01/06 17:23:17    4601       12          242           28            21          19
2017/01/06 17:23:18    4601       12          18           28            21          19
2017/01/06 17:23:18    4601       58108          18           28            21          19
2017/01/06 17:23:18    4601       524          18           28            21          19
2017/01/06 17:23:18    249       524          18           28            21          19
2017/01/06 17:23:18    4601       12          242           35            165          52
2017/01/06 17:23:18    4601       12          242           35            165          52
2017/01/06 17:23:18    4601       12          242           35            21          19
2017/01/06 17:23:18    4601       12          242           28            21          19
2017/01/06 17:23:19    4601       12          18           28            21          19
2017/01/06 17:23:19    4601       58108          18           28            21          19
2017/01/06 17:23:19    4601       524          18           28            21          19
2017/01/06 17:23:19    249       524          18           28            21          19
