        时间          AD值     mor值    发射机温度    发射机湿度   接收机温度  接收机湿度 
2016/11/30 10:52:18    306       0          3           4            0          0
2016/11/30 10:52:20    306       0          3           4            0          0
2016/11/30 10:52:22    306       0          3           4            0          0
2016/11/30 10:52:24    306       0          3           4            0          0
2016/11/30 10:52:26    306       0          3           4            0          0
2016/11/30 10:52:28    306       0          3           4            0          0
2016/11/30 10:52:30    306       0          3           4            0          0
2016/11/30 10:52:32    306       0          3           4            0          0
2016/11/30 10:52:34    306       0          3           4            0          0
2016/11/30 10:52:36    306       0          3           4            0          0
2016/11/30 10:52:38    306       0          3           4            0          0
2016/11/30 10:52:40    306       0          3           4            0          0
2016/11/30 10:52:42    306       0          3           4            0          0
2016/11/30 10:52:44    306       0          3           4            0          0
2016/11/30 10:52:46    306       0          3           4            0          0
2016/11/30 10:52:48    306       0          3           4            0          0
2016/11/30 10:52:51    306       0          3           4            0          0
2016/11/30 10:52:52    306       0          3           4            0          0
2016/11/30 10:52:54    306       0          3           4            0          0
2016/11/30 10:52:56    306       0          3           4            0          0
2016/11/30 10:52:58    306       0          3           4            0          0
2016/11/30 10:53:00    306       0          3           4            0          0
2016/11/30 10:53:02    306       0          3           4            0          0
2016/11/30 10:53:04    306       0          3           4            0          0
2016/11/30 10:53:06    306       0          3           4            0          0
2016/11/30 10:53:08    306       0          3           4            0          0
2016/11/30 10:53:10    306       0          3           4            0          0
2016/11/30 10:53:12    306       0          3           4            0          0
2016/11/30 10:53:14    306       0          3           4            0          0
2016/11/30 10:53:16    306       0          3           4            0          0
2016/11/30 10:53:18    306       0          3           4            0          0
2016/11/30 10:53:20    306       0          3           4            0          0
2016/11/30 10:53:22    306       0          3           4            0          0
2016/11/30 10:53:24    306       0          3           4            0          0
2016/11/30 10:53:26    306       0          3           4            0          0
2016/11/30 10:53:28    306       0          3           4            0          0
2016/11/30 10:53:30    306       0          3           4            0          0
2016/11/30 10:53:32    306       0          3           4            0          0
2016/11/30 10:53:34    306       0          3           4            0          0
2016/11/30 10:53:36    306       0          3           4            0          0
2016/11/30 10:53:38    306       0          3           4            0          0
2016/11/30 10:53:40    306       0          3           4            0          0
2016/11/30 10:53:42    306       0          3           4            0          0
2016/11/30 10:53:44    306       0          3           4            0          0
2016/11/30 11:01:30    306       0          3           4            0          0
2016/11/30 11:01:32    306       0          3           4            0          0
2016/11/30 11:01:34    306       0          3           4            0          0
2016/11/30 11:01:36    306       0          3           4            0          0
2016/11/30 11:01:38    306       0          3           4            0          0
2016/11/30 11:01:40    306       0          3           4            0          0
2016/11/30 11:01:42    306       0          3           4            0          0
2016/11/30 11:01:44    306       0          3           4            0          0
2016/11/30 11:01:46    306       0          3           4            0          0
2016/11/30 11:01:48    306       0          3           4            0          0
2016/11/30 11:01:50    306       0          3           4            0          0
2016/11/30 11:01:52    306       0          3           4            0          0
2016/11/30 11:01:54    306       0          3           4            0          0
2016/11/30 11:01:56    306       0          3           4            0          0
2016/11/30 11:01:58    306       0          3           4            0          0
2016/11/30 11:02:00    306       0          3           4            0          0
2016/11/30 11:02:02    306       0          3           4            0          0
2016/11/30 11:02:04    306       0          3           4            0          0
2016/11/30 11:02:06    306       0          3           4            0          0
2016/11/30 11:02:08    306       0          3           4            0          0
2016/11/30 11:02:10    306       0          3           4            0          0
2016/11/30 11:03:10    306       0          3           4            0          0
2016/11/30 11:03:12    306       0          3           4            0          0
2016/11/30 11:03:14    306       0          3           4            0          0
2016/11/30 11:03:16    306       0          3           4            0          0
2016/11/30 11:03:18    306       0          3           4            0          0
2016/11/30 11:03:20    306       0          3           4            0          0
2016/11/30 11:03:22    306       0          3           4            0          0
2016/11/30 11:03:24    306       0          3           4            0          0
2016/11/30 11:03:26    306       0          3           4            0          0
2016/11/30 11:03:28    306       0          3           4            0          0
2016/11/30 11:03:30    306       0          3           4            0          0
2016/11/30 11:03:32    306       0          3           4            0          0
2016/11/30 11:03:34    306       0          3           4            0          0
2016/11/30 11:03:36    306       0          3           4            0          0
2016/11/30 11:03:38    306       0          3           4            0          0
2016/11/30 11:03:40    306       0          3           4            0          0
2016/11/30 11:03:42    306       0          3           4            0          0
2016/11/30 11:03:44    306       0          3           4            0          0
2016/11/30 11:03:46    306       0          3           4            0          0
2016/11/30 11:03:48    306       0          3           4            0          0
2016/11/30 11:03:50    306       0          3           4            0          0
2016/11/30 11:03:52    306       0          3           4            0          0
2016/11/30 11:03:54    306       0          3           4            0          0
2016/11/30 11:03:56    306       0          3           4            0          0
2016/11/30 11:03:58    306       0          3           4            0          0
2016/11/30 11:04:00    306       0          3           4            0          0
2016/11/30 11:04:02    306       0          3           4            0          0
2016/11/30 11:04:04    306       0          3           4            0          0
2016/11/30 11:04:06    306       0          3           4            0          0
2016/11/30 11:04:08    306       0          3           4            0          0
2016/11/30 11:04:10    306       0          3           4            0          0
2016/11/30 11:04:12    306       0          3           4            0          0
2016/11/30 11:04:14    306       0          3           4            0          0
2016/11/30 11:04:16    306       0          3           4            0          0
2016/11/30 11:04:18    306       0          3           4            0          0
2016/11/30 11:04:20    306       0          3           4            0          0
2016/11/30 11:04:22    306       0          3           4            0          0
2016/11/30 11:04:24    306       0          3           4            0          0
2016/11/30 11:04:26    306       0          3           4            0          0
2016/11/30 11:04:28    306       0          3           4            0          0
2016/11/30 11:04:30    306       0          3           4            0          0
2016/11/30 11:04:32    306       0          3           4            0          0
2016/11/30 11:04:34    306       0          3           4            0          0
2016/11/30 11:04:36    306       0          3           4            0          0
2016/11/30 11:04:38    306       0          3           4            0          0
2016/11/30 11:37:54    306       0          3           4            0          0
2016/11/30 11:37:56    306       0          3           4            0          0
2016/11/30 11:37:58    306       0          3           4            0          0
2016/11/30 11:38:00    306       0          3           4            0          0
2016/11/30 13:24:37    306       0          3           4            0          0
2016/11/30 13:24:39    306       0          3           4            0          0
